Stufe;Pos.;PTp;Komponentennummer;Objektkurztext;Menge;ME;AltPos.;Grp;BGr;gültig von;BisDatum;Gleitender Preis;pro;Standardpreis
2;200;D;D-818109000 PZD 000 02;TECHN.LIEFERBEDINGUNG;1;ST;;;0;13.05.2013;31.12.9999;;0;
1;;;3.09509.00.1;SCHMIERSTOFF;0;;;;0;;;;0;
2;1;T;TI=00;;1;ST;;;0;06.10.1999;31.12.9999;;1;
2;;;5.00489.00.1;STATORPAKET,VERPACKT;0;;;;0;;;;0;
3;300;L;5.00489.00.0;STAENDERPAKET;1;ST;;;1;26.02.2008;31.12.9999;;0;
2;;;3.09025.00.0;KONTAKT;0;;;;0;;;;0;
3;1;T;TI=05;;1;ST;;;0;25.08.1998;31.12.9999;;1;
3;200;Z;8.12000.00.0;UMWELTSCHUTZ;1;ST;;;0;05.09.1995;31.12.9999;;1;
2;;;3.01323.03.0;ISOLIERTEIL;0;;;;0;;;;0;
3;200;D;D-804043000 PZD 000 00;TECHN.LIEFERBEDINGUNG;1;ST;;;0;22.07.2016;31.12.9999;;0;
2;;;3.09918.01.0;GLEITLAGER;0;;;;0;;;;0;
3;1;T;TI=00;;1;ST;;;0;18.10.2000;31.12.9999;;1;
3;200;D;D-818108000 PZD 000 02;TECHN.LIEFERBEDINGUNG;1;ST;;;0;25.11.2009;31.12.9999;;0;
2;;;5.12952.06.0;GEHAEUSE,KOMPLETT;0;;;;0;;;;0;
3;200;D;D-818109000 PZD 000 02;TECHN.LIEFERBEDINGUNG;1;ST;;;0;22.06.2011;31.12.9999;;0;
3;205;D;D-818109010 PZD 000 03;TECHN.LIEFERBEDINGUNG;1;ST;;;0;22.06.2011;31.12.9999;;0;
3;210;D;D-801100040 PZD 000 00;TECHNISCHE DATEN;1;ST;;;0;09.06.2017;31.12.9999;;0;
3;300;L;3.03484.00.0;KONTAKT;3;ST;;;0;22.06.2011;31.12.9999;;0;
3;305;L;3.11044.00.0;ACHSE;1;ST;;;1;22.06.2011;31.12.9999;;0;
2;;;3.32209.11.0;LEISTUNGSSCHILD,BEDRUCKT;0;;;;0;;;;0;
3;300;L;3.09934.12.0;LEISTUNGSSCHILD;1;ST;;;0;13.06.2012;31.12.9999;;0;
3;305;L;3.09944.00.0;FARBBAND;2;CM;;;1;13.06.2012;31.12.9999;;0;
2;;;3.28443.03.0;DECKEL;0;;;;0;;;;0;
3;200;D;D-801101000 PZD 000 02;TECHNISCHE DATEN;1;ST;;;0;18.01.2011;31.12.9999;;0;
2;;;3.28882.01.0;DRUCKAUSGLEICHSELEMENT;0;;;;0;;;;0;
3;300;L;3.28882.00.0;DRUCKAUSGLEICHSELEMENT;1,35;CM;;;1;02.03.2015;31.12.9999;;0;
3;;;5.00489.00.0;STAENDERPAKET;0;;;;0;;;;0;
4;1;T;TI=00;;1;ST;;;0;11.02.2002;31.12.9999;;1;
4;200;D;D-818170000 PZD 000 02;TECHN.LIEFERBEDINGUNG;1;ST;;;0;25.11.2009;31.12.9999;;0;
4;300;L;3.09012.00.0;STAENDERBLECH;18;ST;;;1;11.02.2002;31.12.9999;;1;
3;;;3.11044.00.0;ACHSE;0;;;;0;;;;0;
4;300;L;3.09219.00.0;ACHSE;1;ST;;;1;08.05.2007;31.12.9999;;0;
3;;;3.09944.00.0;FARBBAND;0;;;;0;;;;0;
4;1;T;TI=01;;1;ST;;;0;13.07.1995;31.12.9999;;0;
4;200;Z;8.12000.00.0;UMWELTSCHUTZ;1;ST;;;0;11.05.1995;31.12.9999;;1;
4;300;L;1.48789.01.0;CARBONBAND;0,001;ST;;;0;05.11.1998;31.12.9999;;0;
3;;;3.28882.00.0;DRUCKAUSGLEICHSELEMENT;0;;;;0;;;;0;
4;200;D;D-802798000 KZD 000 02;TECHN.LIEFERBEDINGUNG;1;ST;;;0;08.05.2015;31.12.9999;;0;
4;;;3.09012.00.0;STAENDERBLECH;0;;;;0;;;;0;
5;1;T;TI=02;;1;ST;;;0;09.03.1995;31.12.9999;;1;
4;;;3.09219.00.0;ACHSE;0;;;;0;;;;0;
5;1;T;TI=03;;1;ST;;;0;18.06.1998;31.12.9999;;1;
5;300;L;3.09219.00.1;ACHSE;1;ST;;;1;10.11.2009;31.12.9999;;0;
5;;;3.09219.00.1;ACHSE;0;;;;0;;;;0;
6;300;L;3.09219.06.0;ACHSE,GEHAERTET;1;ST;;;1;18.11.2009;31.12.9999;;0;
6;;;3.09219.06.0;ACHSE,GEHAERTET;0;;;;0;;;;0;
7;1;T;TI=00;;1;ST;;;0;05.07.1999;31.12.9999;;1;
7;300;L;2.09219.00.0;ACHSE,VORGEFERTIGT;1;ST;;;1;05.07.1999;31.12.9999;;1;
7;;;2.09219.00.0;ACHSE,VORGEFERTIGT;0;;;;0;;;;0;
8;1;T;TI=01;;1;ST;;;0;15.09.2003;31.12.9999;;1;
8;300;L;3.00689.03.0;STABSTAHL;3;G;;;1;29.10.2008;31.12.9999;;0;
8;;;3.00689.03.0;STABSTAHL;0;;;;0;;;;0;
9;1;T;TI=00;;1;ST;;;0;27.06.2001;31.12.9999;;1;
9;205;D;D-800058000 PZD 000 05;TECHN.LIEFERBEDINGUNG;1;ST;;;0;20.12.2018;31.12.9999;;0;
